City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,copala,16.65,-98.9833,29.43,69,94,3.38,MX,1698871609
274,laojunmiao,39.8333,97.7333,3.37,68,100,0.52,CN,1698871610
275,novodvinsk,64.4165,40.8122,-4.56,83,100,4.73,RU,1698871610
276,sungai raya,0.7,108.9,25.59,86,100,0.89,ID,1698871610
277,zemio,5.0314,25.1361,21.31,98,100,1.09,CF,1698871610
278,lebu,-37.6167,-73.65,11.62,73,30,4.65,CL,1698871610
279,aldinga beach,-35.2793,138.4604,13.48,81,100,4.05,AU,1698871611
280,karpenisi,38.9167,21.7833,11.69,97,100,2.11,GR,1698871611
281,at-bashi,41.1702,75.8106,2.01,57,88,1.13,KG,1698871611
282,aral,40.5156,81.2636,11.75,23,6,3.68,CN,1698871611
283,tejen,37.3834,60.5054,12.36,32,3,4.34,TM,1698871611
284,nushki,29.5542,66.0215,16.91,35,5,0.87,PK,1698871611
285,berdyansk,46.7503,36.7944,14.26,93,100,5.1,UA,1698871611
286,loa janan,-0.583,117.095,23.33,99,100,0.46,ID,1698871612
287,charters towers,-20.1,146.2667,21.86,61,11,3.67,AU,1698871612
288,mamuju,-2.6748,118.8885,24.96,88,100,0.49,ID,1698871612
289,severo-yeniseyskiy,60.3725,93.0408,-19.28,95,29,1.57,RU,1698871612
290,san nicolas,18.1725,120.5953,25.95,94,75,1.03,PH,1698871554
291,vilyuchinsk,52.9306,158.4028,2.18,98,100,1.55,RU,1698871612
292,cururupu,-1.8283,-44.8683,26.6,74,6,2.66,BR,1698871613
293,port macquarie,-31.4333,152.9167,18.27,69,57,1.9,AU,1698871613
294,mahina,-17.5065,-149.489,27.87,74,40,2.06,PF,1698871613
295,gharavuti,37.5672,68.4469,13.36,45,0,2.01,TJ,1698871613
296,korla,41.7597,86.1469,9.34,58,6,0.96,CN,1698871613
297,mrakovo,52.7161,56.6244,5.63,96,64,2.44,RU,1698871613
298,kyustendil,42.2839,22.6911,12.12,57,100,0.1,BG,1698871613
299,mpongwe,-13.5091,28.155,19.48,87,84,1.12,ZM,1698871614
300,mormugao,15.4,73.8,26.53,68,100,2.44,IN,1698871614
301,colonia,50.9333,6.95,12.2,79,0,5.66,DE,1698871518
302,linhares,-19.3911,-40.0722,26.15,70,96,2.96,BR,1698871615
303,palafrugell,41.9174,3.1631,16.42,46,63,0.45,ES,1698871615
304,qujing,25.4833,103.7833,13.23,92,68,3.3,CN,1698871615
305,lihue,21.9789,-159.3672,27.58,72,0,2.57,US,1698871503
306,long jetty,-33.3667,151.4833,17.19,70,69,4.0,AU,1698871615
307,dunedin,-45.8742,170.5036,12.11,95,100,1.79,NZ,1698871615
308,saudarkrokur,65.7461,-19.6394,-0.95,68,1,2.36,IS,1698871616
309,tralee,52.2704,-9.7026,7.56,84,100,2.09,IE,1698871616
310,nar'yan-mar,67.6713,53.087,-10.5,97,20,2.68,RU,1698871616
311,encantado,-29.2361,-51.8697,22.56,91,50,2.45,BR,1698871616
312,guane,22.2025,-84.0875,28.27,62,61,6.02,CU,1698871616
313,villa gesell,-37.2639,-56.973,11.14,62,82,6.65,AR,1698871616
314,svetlyy,54.675,20.1347,6.87,76,11,3.67,RU,1698871616
315,gold camp,33.2937,-111.3043,26.84,15,6,2.22,US,1698871617
316,fort william,56.8165,-5.1121,4.83,98,100,0.89,GB,1698871617
317,lobujya,27.95,86.8167,-10.66,57,5,0.97,NP,1698871617
318,floro,61.5996,5.0328,5.98,42,0,8.23,NO,1698871617
319,kem',64.9555,34.5793,-1.54,87,100,8.67,RU,1698871617
320,hobyo,5.3505,48.5268,27.67,78,55,3.55,SO,1698871617
321,quibala,-10.7337,14.98,17.87,99,100,1.6,AO,1698871618
322,jiangyou,31.7667,104.7167,18.45,80,100,1.36,CN,1698871618
323,tolanaro,-25.0319,46.9987,24.04,88,40,10.8,MG,1698871618
324,vikulovo,56.8167,70.6107,-3.54,97,100,3.48,RU,1698871618
325,grand falls-windsor,48.9332,-55.6649,3.06,74,100,0.45,CA,1698871618
326,kudahuvadhoo,2.6708,72.8944,27.68,76,94,2.51,MV,1698871618
327,parvatipuram,18.7833,83.4333,22.12,93,71,1.09,IN,1698871618
328,horta,38.5333,-28.6333,20.8,92,75,6.69,PT,1698871619
329,metu,8.3,35.5833,14.93,98,100,1.15,ET,1698871619
330,suntar,62.1444,117.6319,-16.38,94,100,3.86,RU,1698871619
331,upanema,-5.6419,-37.2578,28.22,61,39,8.39,BR,1698871619
332,soe,-9.8607,124.284,18.63,85,63,2.07,ID,1698871619
333,urangan,-25.3,152.9,20.75,73,100,6.81,AU,1698871620
334,al jawf,29.5,38.75,22.41,51,13,3.24,SA,1698871620
335,lucapa,-8.4192,20.7447,19.42,98,100,0.9,AO,1698871620
336,carnarvon,-24.8667,113.6333,20.76,76,0,6.52,AU,1698871620
337,tayshet,55.9342,98.0044,-10.15,63,16,2.42,RU,1698871620
338,ribeira brava,32.65,-17.0667,21.67,87,42,2.14,PT,1698871620
339,bikenibeu village,1.3673,173.1241,25.98,94,100,1.54,KI,1698871621
340,praia da vitoria,38.7333,-27.0667,22.14,78,20,7.49,PT,1698871621
341,ilhabela,-23.7781,-45.3581,21.48,88,98,2.78,BR,1698871621
342,santa rosa,14.3122,121.1114,25.99,97,86,1.82,PH,1698871621
343,cidreira,-30.1811,-50.2056,18.31,83,100,7.64,BR,1698871621
344,santana,-0.0583,-51.1817,33.1,58,20,4.63,BR,1698871622
345,sihanoukville,10.6093,103.5296,25.97,94,40,1.03,KH,1698871622
346,suva,-18.1416,178.4415,26.71,89,75,7.2,FJ,1698871622
347,saipan,15.1355,145.701,27.39,83,20,4.63,MP,1698871622
348,boac,13.4463,121.84,26.66,85,100,2.2,PH,1698871623
349,tazovsky,67.4667,78.7,-13.31,93,99,3.93,RU,1698871623
350,lashkar gah,31.5938,64.3716,16.6,40,100,2.4,AF,1698871623
351,onokhoy,51.932,108.0747,-3.14,82,64,2.76,RU,1698871623
352,vila velha,-20.3297,-40.2925,26.97,83,40,2.57,BR,1698871623
353,zarah sharan,33.1467,68.7917,9.21,43,68,2.82,AF,1698871624
354,arkhangel'sk,64.5401,40.5433,-4.37,83,100,4.97,RU,1698871325
355,lubango,-14.9172,13.4925,16.63,44,7,2.09,AO,1698871624
356,gisborne,-38.6533,178.0042,18.61,79,62,1.21,NZ,1698871624
357,porto novo,6.4965,2.6036,26.9,86,78,2.02,BJ,1698871624
358,jimeta,9.2833,12.4667,28.13,83,20,0.0,NG,1698871625
359,ulsteinvik,62.3432,5.8487,3.2,63,91,4.92,NO,1698871625
360,muroto-misakicho,33.2833,134.15,19.44,52,0,1.79,JP,1698871625
361,arafat,21.3594,39.9664,28.59,62,19,1.68,SA,1698871626
362,alofi,-19.0595,-169.9187,25.94,78,75,9.77,NU,1698871626
363,timimoun,29.2639,0.231,30.21,14,0,4.12,DZ,1698871626
364,chake chake,-5.2459,39.7666,25.19,90,44,2.79,TZ,1698871626
365,zhoukou,33.6333,114.6333,17.64,58,0,3.78,CN,1698871627
366,mweka,-4.85,21.5667,20.57,99,100,0.81,CD,1698871627
367,poli,-3.3333,36.8,19.15,94,75,6.69,TZ,1698871627
368,mount gambier,-37.8333,140.7667,9.66,87,19,1.33,AU,1698871627
369,atar,20.5169,-13.0499,30.18,12,0,3.93,MR,1698871628
370,trenggalek,-8.05,111.7167,24.01,94,48,0.25,ID,1698871628
371,yuzhno-kurilsk,44.0306,145.8556,14.1,75,100,4.8,RU,1698871628
372,ampanihy,-24.7,44.75,22.89,75,22,9.32,MG,1698871628
373,ola,59.5833,151.2833,-0.5,90,100,3.96,RU,1698871628
374,laguna,38.421,-121.4238,24.54,30,0,1.54,US,1698871629
375,ponta delgada,37.7333,-25.6667,21.77,94,75,9.77,PT,1698871629
376,dhidhdhoo,6.8833,73.1,27.82,77,93,2.1,MV,1698871629
377,skovorodino,53.9833,123.9167,-12.55,81,3,1.71,RU,1698871629
378,saint-paul,-21.0096,55.2707,25.05,93,85,0.45,RE,1698871629
379,turtas,58.9417,69.1325,-5.72,98,100,1.84,RU,1698871629
380,mhamid,29.82,-5.72,26.26,16,1,3.53,MA,1698871630
381,chinde,26.8418,88.0763,13.83,71,14,2.27,NP,1698871630
382,rio preto da eva,-2.6994,-59.6997,36.19,28,95,1.46,BR,1698871630
383,labuan,5.2767,115.2417,26.2,94,20,0.51,MY,1698871630
384,veraval,20.9,70.3667,27.01,63,0,2.53,IN,1698871630
385,steubenville,40.3698,-80.634,5.36,51,68,1.34,US,1698871342
386,fort bragg,35.139,-79.006,11.57,29,0,8.23,US,1698871631
387,nova sintra,14.8667,-24.7167,24.22,79,75,5.83,CV,1698871631
388,zhezqazghan,47.7833,67.7667,6.59,78,100,3.64,KZ,1698871631
389,jatoba,-9.1831,-38.2689,35.89,35,44,2.54,BR,1698871631
390,price,39.5994,-110.8107,11.73,16,0,2.57,US,1698871631
391,hasaki,35.7333,140.8333,10.22,62,0,2.63,JP,1698871631
392,ascension,30.2169,-90.9001,17.78,20,0,3.09,US,1698871632
393,plastun,44.7561,136.2939,0.56,70,93,2.5,RU,1698871632
394,ankpa,7.3706,7.6253,23.83,90,100,1.84,NG,1698871632
395,mukalla,14.5425,49.1242,25.63,74,50,2.73,YE,1698871632
396,aitape,-3.1374,142.3475,24.96,89,100,1.9,PG,1698871632
397,dhari,21.3333,71.0167,24.5,46,3,1.63,IN,1698871632
398,severoural'sk,60.1533,59.952,-11.12,97,54,1.17,RU,1698871633
399,barcelos,41.5388,-8.6151,18.08,89,100,10.14,PT,1698871410
400,mangrol,21.1167,70.1167,26.85,67,0,2.09,IN,1698871633
401,tongchuanshi,35.0806,109.0897,15.51,65,2,1.85,CN,1698871633
402,bandar lampung,-5.4254,105.258,23.44,95,36,1.58,ID,1698871476
403,auckland,-36.8667,174.7667,17.95,70,75,1.79,NZ,1698871409
404,kenora,49.8167,-94.4337,-2.46,80,100,2.57,CA,1698871634
405,arraial do cabo,-22.9661,-42.0278,24.92,88,75,6.69,BR,1698871634
406,ostbevern,52.05,7.85,12.94,78,40,4.63,DE,1698871634
407,xitangtuo,39.3147,117.4794,15.0,87,0,2.63,CN,1698871634
408,high river,50.5834,-113.8687,4.75,94,12,1.25,CA,1698871561
409,essaouira,31.5125,-9.77,22.72,78,0,2.57,MA,1698871635
410,tateyama,34.9833,139.8667,18.69,64,0,2.32,JP,1698871635
411,lata,40.1629,-8.3327,18.78,92,95,5.36,PT,1698871635
412,yeniseysk,58.4497,92.1703,-8.92,44,78,2.24,RU,1698871635
413,dali,25.7,100.1833,11.75,89,90,1.74,CN,1698871635
414,guaruja,-23.9931,-46.2564,22.92,39,100,2.57,BR,1698871636
415,ankang,32.68,109.0172,15.99,88,0,0.8,CN,1698871636
416,kangundo,-1.2979,37.3471,21.19,85,67,0.77,KE,1698871636
417,bereeda,11.8704,51.0579,26.58,78,100,4.53,SO,1698871636
418,i-n-salah,27.1935,2.4607,28.74,14,2,4.76,DZ,1698871636
419,digne-les-bains,44.0833,6.25,8.14,87,100,1.23,FR,1698871636
420,pacific grove,36.6177,-121.9166,28.14,14,0,2.57,US,1698871637
421,keflavik,64.0049,-22.5624,2.24,64,0,3.6,IS,1698871637
422,lewistown,40.5992,-77.5714,7.31,77,100,4.12,US,1698871504
423,boa vista,2.8197,-60.6733,34.99,41,20,3.09,BR,1698871461
424,raduzhny,62.0961,77.475,-9.64,91,100,2.64,RU,1698871637
425,boende,-0.2167,20.8667,21.86,98,70,0.71,CD,1698871637
426,gulubovo,42.1333,25.85,16.69,55,67,2.21,BG,1698871637
427,fisterra,42.9049,-9.2629,18.34,88,100,18.46,ES,1698871637
428,oras,12.1406,125.4397,26.42,85,67,1.05,PH,1698871638
429,kenai,60.5544,-151.2583,5.61,74,100,5.66,US,1698871638
430,port saint john's,-31.6229,29.5448,16.93,83,100,5.17,ZA,1698871638
431,mahriz,31.5917,54.4318,18.28,54,38,1.03,IR,1698871638
432,miguel auza,24.2933,-103.4503,17.31,51,77,3.45,MX,1698871638
433,colby,39.3958,-101.0524,21.16,16,0,5.14,US,1698871639
434,carutapera,-1.195,-46.02,27.26,78,1,4.44,BR,1698871639
435,calvinia,-31.4707,19.776,22.12,19,100,3.69,ZA,1698871639
436,edgewater,28.9889,-80.9023,20.6,63,75,9.26,US,1698871639
437,neyshabur,36.2133,58.7958,11.51,14,86,1.16,IR,1698871639
438,fuling,29.7022,107.3919,18.54,78,0,1.18,CN,1698871640
439,al karamah,31.9522,35.5792,26.64,50,9,0.88,JO,1698871640
440,morant bay,17.8815,-76.4093,29.79,83,99,3.06,JM,1698871640
441,happy valley-goose bay,53.3168,-60.3315,1.17,37,20,9.26,CA,1698871511
442,changtu,42.7788,124.0955,6.85,81,68,3.62,CN,1698871640
443,betioky,-23.7167,44.3833,23.01,76,57,6.92,MG,1698871641
444,vilyuysk,63.7553,121.6247,-15.0,96,100,1.79,RU,1698871641
445,puerto armuelles,8.2833,-82.8667,28.99,75,88,4.47,PA,1698871641
446,cooper's town,26.8667,-77.5167,25.68,76,61,8.29,BS,1698871641
447,point pedro,9.8167,80.2333,27.36,80,85,2.92,LK,1698871641
448,east hemet,33.74,-116.9389,29.2,11,88,1.34,US,1698871641
449,mermoz boabab,14.7065,-17.4758,28.88,84,0,3.09,SN,1698871642
450,port augusta,-32.5,137.7667,15.53,38,100,1.7,AU,1698871405
451,chiscani,45.1833,27.9333,12.24,70,20,2.51,RO,1698871642
452,melioratorov,57.2107,65.6077,-2.79,100,100,1.0,RU,1698871642
453,ronneby,56.21,15.276,3.28,100,100,3.6,SE,1698871642
454,lae,-6.7221,146.9847,24.37,86,100,2.14,PG,1698871642
455,manggar,-2.8833,108.2667,26.84,85,100,2.23,ID,1698871643
456,uzyn,49.8262,30.4149,9.26,81,95,4.66,UA,1698871643
457,yarmouth,41.7057,-70.2286,7.2,86,100,8.23,US,1698871643
458,cova figueira,14.8905,-24.2934,24.41,79,60,4.72,CV,1698871643
459,abepura,-2.6333,140.5833,23.45,83,20,1.54,ID,1698871643
460,belyy yar,53.6039,91.3903,-3.06,100,100,0.0,RU,1698871643
461,paphos,34.7667,32.4167,20.88,83,0,2.06,CY,1698871584
462,itamaraca,-7.7478,-34.8256,28.03,83,4,5.4,BR,1698871644
463,minas de marcona,-15.2119,-75.1103,19.4,56,13,6.95,PE,1698871644
464,prince george,53.9166,-122.753,3.69,56,40,1.54,CA,1698871644
465,omutinskiy,56.4745,67.6709,-2.36,98,100,2.89,RU,1698871644
466,saldanha,-33.0117,17.9442,24.03,55,100,5.47,ZA,1698871644
467,viseu,40.661,-7.9097,15.48,95,99,6.87,PT,1698871644
468,altai,46.3722,96.2583,-4.89,76,41,1.67,MN,1698871645
469,mutuali,-14.8706,37.0044,24.2,69,92,2.06,MZ,1698871645
470,turan,16.0678,108.2208,23.99,100,75,0.51,VN,1698871645
471,lubuklinggau,-3.3,102.8667,23.45,94,94,0.51,ID,1698871645
472,kholmsk,47.0511,142.0569,2.29,75,69,4.41,RU,1698871645
473,ketchikan,55.3422,-131.6461,8.99,87,100,2.57,US,1698871645
474,abu jibeha,11.4562,31.2285,25.61,57,100,1.04,SD,1698871645
475,placido de castro,-10.3353,-67.1856,31.06,52,58,2.0,BR,1698871646
476,mejit,10.2753,170.8646,27.8,79,48,7.11,MH,1698871646
477,kete krachi,7.7939,-0.0498,27.0,75,59,2.91,GH,1698871646
478,maricopa,33.0581,-112.0476,28.21,16,0,4.12,US,1698871646
479,vorkuta,67.5,64.0,-16.34,100,90,1.74,RU,1698871646
480,sainte-anne-des-monts,49.124,-66.4924,0.93,60,98,5.14,CA,1698871647
481,kidal,18.4411,1.4078,28.57,13,91,4.5,ML,1698871647
482,lethem,3.3803,-59.7968,33.03,45,91,2.94,GY,1698871647
483,ciudad lazaro cardenas,17.9583,-102.2,29.13,73,95,3.04,MX,1698871647
484,taltal,-25.4,-70.4833,17.83,66,24,2.99,CL,1698871630
485,alesund,62.4723,6.1549,3.2,52,0,6.17,NO,1698871645
486,todiresti,47.3167,26.8333,6.93,77,10,1.07,RO,1698871648
487,kaa-khem,51.6833,94.7333,1.34,68,100,2.42,RU,1698871648
488,cuito,-12.3833,16.9333,16.14,89,100,2.18,AO,1698871649
489,coahuayana de hidalgo,18.7,-103.6583,30.42,68,74,2.35,MX,1698871649
490,sar-e pul,35.8333,66.1667,8.27,70,85,0.4,AF,1698871649
491,nabire,-3.3667,135.4833,23.83,92,100,0.85,ID,1698871649
492,castelo branco,39.8222,-7.4909,18.33,91,98,6.37,PT,1698871649
493,san patricio,28.017,-97.5169,20.09,29,0,3.05,US,1698871649
494,arroyo,41.6096,-4.7969,14.56,73,100,9.77,ES,1698871650
495,papao,-17.75,-149.55,27.82,84,86,11.74,PF,1698871650
496,conceicao da barra,-18.5933,-39.7322,25.07,80,87,4.89,BR,1698871650
497,sisimiut,66.9395,-53.6735,0.02,61,61,5.33,GL,1698871650
498,nizhnevartovsk,60.9344,76.5531,-11.99,92,75,3.0,RU,1698871650
499,balqash,46.8481,74.995,6.24,78,100,6.08,KZ,1698871650
500,jian'ou,27.0469,118.3253,15.02,87,0,0.72,CN,1698871651
501,kuanda,56.3161,116.0806,-20.27,92,71,0.62,RU,1698871651
502,ierapetra,35.01,25.7353,21.19,76,62,1.79,GR,1698871651
503,xilin hot,43.9667,116.0333,13.82,28,94,10.5,CN,1698871651
504,hargeysa,9.56,44.065,18.56,86,99,4.4,SO,1698871651
505,pisco,-13.7,-76.2167,21.03,78,40,4.12,PE,1698871651
506,sishui,35.6489,117.2758,16.49,53,0,2.58,CN,1698871652
507,santa eularia des riu,38.9846,1.5341,20.73,82,20,8.23,ES,1698871652
508,shache,38.4167,77.2406,14.29,14,100,2.0,CN,1698871652
509,salinopolis,-0.6136,-47.3561,27.78,80,6,5.31,BR,1698871375
510,sorochinsk,52.4338,53.1583,7.71,85,39,3.83,RU,1698871652
511,shizuishan,39.2333,106.7694,11.55,32,38,9.73,CN,1698871652
512,castillos,-34.1667,-53.8333,13.88,69,100,6.68,UY,1698871652
513,axim,4.8699,-2.2405,26.31,85,91,2.36,GH,1698871653
514,karimpur,23.9667,88.6167,23.89,63,4,1.75,IN,1698871653
515,riosucio,5.4216,-75.7032,20.0,95,99,1.12,CO,1698871653
516,st. paul,44.9444,-93.0933,3.73,59,20,5.66,US,1698871476
517,moirang,24.5,93.7667,16.29,97,30,0.3,IN,1698871653
518,mancora,-4.1078,-81.0475,26.78,61,25,8.71,PE,1698871653
519,undurkhaan,47.3194,110.6556,-2.43,95,100,4.6,MN,1698871653
520,itaituba,-4.2761,-55.9836,35.09,55,20,0.64,BR,1698871654
521,bishkek,42.87,74.59,3.11,72,10,0.54,KG,1698871654
522,vilhena,-12.7406,-60.1458,32.12,48,40,2.57,BR,1698871510
523,estevan,49.1334,-102.9842,-0.81,80,100,4.63,CA,1698871382
524,pyt-yakh,60.7499,72.8582,-7.25,96,100,1.82,RU,1698871654
525,el colorado,-26.3081,-59.3729,27.0,64,89,3.98,AR,1698871654
526,sur,22.5667,59.5289,25.99,57,5,0.78,OM,1698871654
527,bayganin,48.6947,55.8742,8.24,68,53,4.06,KZ,1698871655
528,erenhot,43.6475,111.9767,11.61,45,96,12.08,CN,1698871655
529,san luis de la loma,17.2706,-100.8939,29.1,75,86,2.49,MX,1698871655
530,nha trang,12.25,109.1833,26.0,92,100,2.1,VN,1698871655
531,quimili,-27.6333,-62.4167,12.95,94,100,5.04,AR,1698871655
532,huron,41.1501,-82.5499,4.43,54,6,4.48,US,1698871655
533,lebyazh'ye,55.2689,66.4947,-1.01,98,100,3.39,RU,1698871655
534,scottsboro,34.6723,-86.0341,11.46,24,0,4.15,US,1698871656
535,madimba,-10.4,40.3333,25.35,85,17,4.33,TZ,1698871656
536,porto seguro,-16.4497,-39.0647,27.29,65,20,7.2,BR,1698871656
537,evergreen,39.6333,-105.3172,13.98,29,75,2.24,US,1698871500
538,obidos,-1.9175,-55.5181,34.97,32,85,2.05,BR,1698871656
539,newport,51.5877,-2.9984,10.43,88,100,10.0,GB,1698871656
540,bakchar,57.0186,82.0711,-6.25,93,100,0.7,RU,1698871656
541,la marque,29.3686,-94.9713,18.43,47,0,4.63,US,1698871657
542,rio gallegos,-51.6226,-69.2181,20.03,9,0,7.72,AR,1698871434
543,paghman,34.5875,68.9533,9.1,43,79,1.26,AF,1698871657
544,west plains,36.7281,-91.8524,9.25,41,0,3.13,US,1698871657
545,narasannapeta,18.4167,84.05,23.32,84,41,2.6,IN,1698871657
546,rosario do sul,-30.2583,-54.9142,17.94,92,100,8.46,BR,1698871398
547,mgandu,-5.95,34.1333,21.16,62,45,4.5,TZ,1698871658
